"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"WNT7B1",5.94732231213725e-35,0.837964682302271,0.262,0.037,1.18946446242745e-31,"6","WNT7B"
"MGLL",6.32672234437446e-35,1.53781466379505,0.581,0.245,1.26534446887489e-31,"6","MGLL"
"ZFR2",7.2332268821235e-35,0.438797641711334,0.144,0.01,1.4466453764247e-31,"6","ZFR2"
"SUSD5",3.42228329271002e-34,0.822877562947412,0.219,0.016,6.84456658542004e-31,"6","SUSD5"
"TMEM108",5.18827053329999e-34,1.70190152376248,0.344,0.079,1.03765410666e-30,"6","TMEM108"
"BOC",6.3031005656539e-34,0.549250821330942,0.138,0.015,1.26062011313078e-30,"6","BOC"
"SOX103",2.79123791437463e-33,1.28261511757684,0.619,0.255,5.58247582874926e-30,"6","SOX10"
"CALD13",1.02709238318969e-32,1.42009941892545,0.675,0.326,2.05418476637939e-29,"6","CALD1"
"LINC006323",2.85877404105944e-32,1.19583815562753,0.456,0.142,5.71754808211888e-29,"6","LINC00632"
"TSC22D43",4.94739653582968e-32,1.0691443561671,0.863,0.49,9.89479307165936e-29,"6","TSC22D4"
"FAM213A1",6.53719530963563e-32,1.16904166500861,0.5,0.172,1.30743906192713e-28,"6","FAM213A"
"SEMA5B",1.06123338081305e-31,0.456439848747556,0.169,0.017,2.1224667616261e-28,"6","SEMA5B"
"FAT3",1.08029039379824e-31,0.570964647613499,0.131,0.004,2.16058078759648e-28,"6","FAT3"
"TLE2",3.91368239624664e-31,1.0644813294155,0.256,0.043,7.82736479249328e-28,"6","TLE2"
"GAL3ST12",6.49209347897467e-31,1.11995021739692,0.444,0.145,1.29841869579493e-27,"6","GAL3ST1"
"TUBB2A1",7.90192597956788e-30,1.35784998961433,0.519,0.22,1.58038519591358e-26,"6","TUBB2A"
"SGCE3",8.56006906864714e-30,1.15506346164709,0.55,0.224,1.71201381372943e-26,"6","SGCE"
"BAALC2",9.24972778383066e-30,1.25032137760821,0.475,0.18,1.84994555676613e-26,"6","BAALC"
"TM7SF22",1.75370918668868e-29,1.00908022188331,0.462,0.155,3.50741837337735e-26,"6","TM7SF2"
"DKK31",3.43698498274641e-29,0.752925922650748,0.244,0.045,6.87396996549282e-26,"6","DKK3"
"METRN3",4.0040825566195e-29,1.12746556837568,0.625,0.292,8.00816511323899e-26,"6","METRN"
"S100A61",4.08910271538784e-29,0.97761575975005,0.456,0.162,8.17820543077567e-26,"6","S100A6"
"RCN11",4.9201757396728e-29,1.09112171727456,0.438,0.151,9.8403514793456e-26,"6","RCN1"
"S100B3",7.10320690230839e-29,0.886388831946019,0.875,0.477,1.42064138046168e-25,"6","S100B"
"AC120042.31",7.89253065821149e-29,0.521137314648787,0.106,0.01,1.5785061316423e-25,"6","AC120042.3"
"ANGPTL21",1.22720493469699e-28,1.12905723463333,0.319,0.075,2.45440986939399e-25,"6","ANGPTL2"
"PCDH172",1.2934176573173e-28,1.23501342041135,0.613,0.294,2.58683531463459e-25,"6","PCDH17"
"ABLIM11",2.41062540841069e-28,0.464866980748456,0.15,0.02,4.82125081682138e-25,"6","ABLIM1"
"MTSS1L",6.53701228731397e-28,0.941913083572873,0.294,0.067,1.30740245746279e-24,"6","MTSS1L"
"INAVA",1.08143150469155e-27,0.657661730966919,0.206,0.026,2.1628630093831e-24,"6","INAVA"
"FGFR31",1.14572977812053e-27,0.717320358349271,0.238,0.04,2.29145955624106e-24,"6","FGFR3"
"RAB3IP2",2.30307005890367e-27,1.48649825661123,0.494,0.206,4.60614011780734e-24,"6","RAB3IP"
"RIMS2",2.92129099038131e-27,0.949790505294897,0.294,0.061,5.84258198076262e-24,"6","RIMS2"
"MT2A3",5.36306785269325e-27,0.551330295189312,0.844,0.513,1.07261357053865e-23,"6","MT2A"
"DSTN2",7.21111631523273e-27,1.30448058889222,0.669,0.379,1.44222326304655e-23,"6","DSTN"
"ITM2A1",2.24635782989626e-26,1.22325566470498,0.312,0.074,4.49271565979251e-23,"6","ITM2A"
"AL391807.13",2.73479553299104e-26,1.35175003252851,0.512,0.217,5.46959106598209e-23,"6","AL391807.1"
"DTNA1",3.5550069792491e-26,1.25637300546398,0.469,0.193,7.1100139584982e-23,"6","DTNA"
"MARCKSL13",7.21246816610844e-26,0.880972747188661,0.912,0.472,1.44249363322169e-22,"6","MARCKSL1"
"GABRB2",2.64654868435933e-25,0.902487586319729,0.231,0.049,5.29309736871865e-22,"6","GABRB2"
"CADM43",3.5715205879881e-25,1.00251213256003,0.531,0.228,7.14304117597621e-22,"6","CADM4"
"COL16A12",5.51245111685181e-25,0.85366073196619,0.35,0.1,1.10249022337036e-21,"6","COL16A1"
"ASTN1",8.38354509435599e-25,1.0462588666258,0.406,0.151,1.6767090188712e-21,"6","ASTN1"
"ACSL61",1.17854622887954e-24,1.13578465180734,0.325,0.08,2.35709245775909e-21,"6","ACSL6"
"RAB9B",1.20432473093903e-24,0.952444977168827,0.281,0.074,2.40864946187806e-21,"6","RAB9B"
"IL17RB1",1.59646635607089e-24,0.806898560739,0.256,0.059,3.19293271214178e-21,"6","IL17RB"
"RUNX1T1",1.70471527294297e-24,0.87079830802822,0.256,0.06,3.40943054588593e-21,"6","RUNX1T1"
"ANKRD282",5.23827289879438e-24,1.13172576421875,0.619,0.334,1.04765457975888e-20,"6","ANKRD28"
"LMO31",7.01780377231649e-24,0.775143330596398,0.231,0.054,1.4035607544633e-20,"6","LMO3"
"HEPN13",1.13181604549463e-23,1.21286986105304,0.562,0.277,2.26363209098926e-20,"6","HEPN1"
"SLC6A13",2.09549248704755e-23,1.13230004670652,0.594,0.305,4.19098497409509e-20,"6","SLC6A1"
"ATP1B21",2.41420133845266e-23,0.903885203871485,0.4,0.148,4.82840267690532e-20,"6","ATP1B2"
"SIRT22",1.50425295875325e-22,1.93348740388948,0.725,0.448,3.00850591750651e-19,"6","SIRT2"
"TAGLN31",1.54623694054293e-22,0.869680289794345,0.325,0.107,3.09247388108586e-19,"6","TAGLN3"
"OMG2",1.92280763449743e-22,0.951864980322132,0.644,0.343,3.84561526899486e-19,"6","OMG"
"LINC01546",2.9799900422061e-22,0.898498973373885,0.206,0.04,5.9599800844122e-19,"6","LINC01546"
"GNG2",3.70147241856604e-22,1.00238593191311,0.369,0.132,7.40294483713209e-19,"6","GNG2"
"FADS3",4.60318530187918e-22,1.29469789494836,0.475,0.218,9.20637060375836e-19,"6","FADS3"
"ALDOC1",6.46927516198028e-22,1.0575260528382,0.481,0.229,1.29385503239606e-18,"6","ALDOC"
"RGR",7.18416612970903e-22,0.267239969767025,0.144,0.02,1.43683322594181e-18,"6","RGR"
"MAPK101",9.50837229591619e-22,1.13162499052081,0.506,0.252,1.90167445918324e-18,"6","MAPK10"
"MSMO13",1.24686875590071e-21,1.20098665545423,0.462,0.219,2.49373751180141e-18,"6","MSMO1"
"TM7SF3",1.44610617873745e-21,1.3306878879606,0.4,0.165,2.89221235747491e-18,"6","TM7SF3"
"ADD33",1.53305130788452e-21,0.883908232024365,0.7,0.402,3.06610261576905e-18,"6","ADD3"
"LINC00937",2.68478756150993e-21,0.708916311661086,0.225,0.049,5.36957512301986e-18,"6","LINC00937"
"SLC16A10",4.16638527431675e-21,0.492277184642273,0.138,0.013,8.33277054863351e-18,"6","SLC16A10"
"COL9A33",4.2293469831184e-21,1.06546506017468,0.412,0.164,8.4586939662368e-18,"6","COL9A3"
"RHBDF11",1.55063755581259e-20,0.732510583773692,0.231,0.059,3.10127511162519e-17,"6","RHBDF1"
"ST8SIA1",1.56454478653424e-20,0.871332579259799,0.188,0.041,3.12908957306847e-17,"6","ST8SIA1"
"TCEAL2",5.57193502197657e-20,0.970774263396716,0.338,0.124,1.11438700439531e-16,"6","TCEAL2"
"RGCC3",6.13699454877072e-20,0.643289242192354,0.787,0.403,1.22739890975414e-16,"6","RGCC"
"BCAS13",7.47032735024855e-20,1.58346641604403,0.562,0.323,1.49406547004971e-16,"6","BCAS1"
"ISG15",2.18343762236644e-19,1.07135676211526,0.338,0.129,4.36687524473288e-16,"6","ISG15"
"NR2F2",4.34445448908749e-19,0.92648226380743,0.256,0.078,8.68890897817498e-16,"6","NR2F2"
"ASB31",5.40655338145115e-19,1.17748629989441,0.419,0.2,1.08131067629023e-15,"6","ASB3"
"CXXC42",5.43340494941189e-19,0.813434222202723,0.281,0.088,1.08668098988238e-15,"6","CXXC4"
"TNRC6C2",5.55341412236598e-19,1.00592636553511,0.55,0.302,1.11068282447319e-15,"6","TNRC6C"
"AC127496.1",8.96030903182429e-19,0.265992419449448,0.1,0.012,1.79206180636486e-15,"6","AC127496.1"
"FAM171B1",1.05497643385361e-18,0.873805880367281,0.388,0.162,2.10995286770722e-15,"6","FAM171B"
"NAPEPLD1",1.63210566035318e-18,1.02249084965348,0.462,0.237,3.26421132070637e-15,"6","NAPEPLD"
"FAM184A1",2.21213356747801e-18,0.749333603902301,0.25,0.074,4.42426713495603e-15,"6","FAM184A"
"RORA1",2.47335096646028e-18,0.974008388466552,0.312,0.108,4.94670193292057e-15,"6","RORA"
"TSPYL22",2.62663390452149e-18,1.41084314459658,0.45,0.229,5.25326780904298e-15,"6","TSPYL2"
"RTKN2",3.13636483053607e-18,1.01009952448682,0.594,0.36,6.27272966107214e-15,"6","RTKN"
"MYO102",4.36679853241726e-18,0.786870164853187,0.444,0.205,8.73359706483451e-15,"6","MYO10"
"PRDX13",5.13050670531373e-18,1.51533155744386,0.844,0.614,1.02610134106275e-14,"6","PRDX1"
"CD822",8.45590655086781e-18,1.03087118264786,0.406,0.192,1.69118131017356e-14,"6","CD82"
"ZFHX43",1.30742908156236e-17,0.934925946862147,0.394,0.166,2.61485816312471e-14,"6","ZFHX4"
"EDNRB1",2.48164774347079e-17,0.592882863702016,0.244,0.071,4.96329548694158e-14,"6","EDNRB"
"TIMP1",3.83990517256293e-17,0.73707370810707,0.319,0.122,7.67981034512585e-14,"6","TIMP1"
"ZNF8271",4.97801561289324e-17,0.82506808892847,0.281,0.092,9.95603122578648e-14,"6","ZNF827"
"PAK3",5.03631298797543e-17,0.750474192399155,0.194,0.045,1.00726259759509e-13,"6","PAK3"
"SLC25A51",1.03024693402801e-16,1.40545975005082,0.706,0.54,2.06049386805603e-13,"6","SLC25A5"
"CBARP",1.12924751799035e-16,0.413625560244323,0.162,0.028,2.25849503598069e-13,"6","CBARP"
"GPSM23",2.08979306833915e-16,0.931165774506322,0.444,0.232,4.17958613667829e-13,"6","GPSM2"
"TNFRSF21",2.23012578326062e-16,1.04803415498502,0.419,0.219,4.46025156652124e-13,"6","TNFRSF21"
"NCAM23",2.24718555159973e-16,1.00629771677234,0.444,0.224,4.49437110319946e-13,"6","NCAM2"
"ITGB83",2.31236957152048e-16,0.7659676965161,0.5,0.255,4.62473914304096e-13,"6","ITGB8"
"TMEM2062",4.81248872244919e-16,0.909653120418759,0.506,0.304,9.62497744489839e-13,"6","TMEM206"
"PAPSS12",5.95324433507668e-16,0.924086327245953,0.569,0.365,1.19064886701533e-12,"6","PAPSS1"
"NPAS33",7.87249004727484e-16,0.96234245768703,0.412,0.193,1.57449800945497e-12,"6","NPAS3"
"WASF13",9.69749116970399e-16,0.895686698606406,0.362,0.164,1.9394982339408e-12,"6","WASF1"
"RTN33",1.8801325376234e-15,0.595552285939963,0.8,0.5,3.7602650752468e-12,"6","RTN3"
"ZCCHC242",2.51379241982727e-15,0.809246322728157,0.606,0.36,5.02758483965453e-12,"6","ZCCHC24"
"DIO21",2.70841688477099e-15,0.822689235815238,0.238,0.077,5.41683376954199e-12,"6","DIO2"
"RGMA1",2.99891648697312e-15,0.416455709142516,0.156,0.033,5.99783297394625e-12,"6","RGMA"
"DDR13",7.63251174080126e-15,0.750674866339611,0.537,0.316,1.52650234816025e-11,"6","DDR1"
"DDAH11",1.07036860993481e-14,0.553502958953167,0.175,0.038,2.14073721986962e-11,"6","DDAH1"
"PHACTR32",1.08908569403053e-14,0.855430755940767,0.425,0.225,2.17817138806105e-11,"6","PHACTR3"
"HMGCS13",1.29254965333989e-14,1.13158734565234,0.381,0.203,2.58509930667978e-11,"6","HMGCS1"
"TRIL1",1.54707856347327e-14,0.552172436970503,0.2,0.059,3.09415712694654e-11,"6","TRIL"
"TMEM132A1",1.75633502002694e-14,0.745630416382848,0.231,0.076,3.51267004005387e-11,"6","TMEM132A"
"SGCD2",2.07666645131943e-14,0.701369779793064,0.262,0.096,4.15333290263886e-11,"6","SGCD"
"THBS23",2.45005268011099e-14,0.717037909769015,0.356,0.159,4.90010536022197e-11,"6","THBS2"
"SERINC52",6.48443329652347e-14,1.16515015714815,0.5,0.328,1.29688665930469e-10,"6","SERINC5"
"CAMK4",7.51963932298947e-14,0.469069687440647,0.144,0.028,1.50392786459789e-10,"6","CAMK4"
"CST32",8.50224983012058e-14,1.02215258364476,0.831,0.708,1.70044996602412e-10,"6","CST3"
"TNFAIP61",9.44773017924181e-14,0.74233448788712,0.262,0.099,1.88954603584836e-10,"6","TNFAIP6"
"DNM33",9.54499832280157e-14,0.82862145826024,0.575,0.349,1.90899966456031e-10,"6","DNM3"
"ZNF5211",1.12219553813819e-13,0.575808938436058,0.219,0.07,2.24439107627639e-10,"6","ZNF521"
"S100A10",1.20044503483858e-13,0.38431669811958,0.138,0.027,2.40089006967717e-10,"6","S100A10"
"TCF7L2",1.22826461540574e-13,0.957447623957495,0.381,0.206,2.45652923081148e-10,"6","TCF7L2"
"PEBP13",1.79627275844153e-13,0.469985411786468,0.894,0.603,3.59254551688307e-10,"6","PEBP1"
"COL5A31",2.31772076795174e-13,0.378703832781797,0.15,0.036,4.63544153590348e-10,"6","COL5A3"
"ARL4C1",3.60391040277266e-13,0.467122537394019,0.175,0.049,7.20782080554532e-10,"6","ARL4C"
"PLLP2",6.04935986667778e-13,0.48301885725195,0.725,0.418,1.20987197333556e-09,"6","PLLP"
"TMEM132E",6.48980876997511e-13,0.291958972251786,0.1,0.015,1.29796175399502e-09,"6","TMEM132E"
"ZNF469",7.23557492791242e-13,0.70483680309747,0.212,0.073,1.44711498558248e-09,"6","ZNF469"
"VXN2",8.44659060939168e-13,0.802866603133416,0.488,0.27,1.68931812187834e-09,"6","VXN"
"PPDPF2",1.16573372749722e-12,0.565135822548475,0.575,0.337,2.33146745499445e-09,"6","PPDPF"
"CASC15",1.16852756099116e-12,0.695406544238626,0.269,0.116,2.33705512198232e-09,"6","CASC15"
"CTNNA2",1.71722751825876e-12,0.647475867919611,0.162,0.041,3.43445503651752e-09,"6","CTNNA2"
"TOX3",2.08456657852783e-12,0.454098715231867,0.162,0.045,4.16913315705566e-09,"6","TOX3"
"ALDH1L11",2.52686581627944e-12,0.602425920721342,0.138,0.031,5.05373163255887e-09,"6","ALDH1L1"
"HACD33",2.65112904982076e-12,0.751957011008584,0.519,0.348,5.30225809964153e-09,"6","HACD3"
"DYNLL13",2.97881962747057e-12,1.04854061028777,0.662,0.461,5.95763925494115e-09,"6","DYNLL1"
"PCSK7",4.28466448318052e-12,0.762985161552063,0.512,0.337,8.56932896636104e-09,"6","PCSK7"
"DUSP262",4.68492545779342e-12,0.567638791865397,0.269,0.11,9.36985091558683e-09,"6","DUSP26"
"KCNS3",5.04074284903466e-12,0.377009816794464,0.156,0.04,1.00814856980693e-08,"6","KCNS3"
"LRRC4B3",5.13065372451812e-12,0.604083811149208,0.306,0.136,1.02613074490362e-08,"6","LRRC4B"
"PPP1R9A2",5.94384649416927e-12,0.912749628551775,0.35,0.173,1.18876929883385e-08,"6","PPP1R9A"
"TUBA1A2",6.18810340429939e-12,0.904578535731397,0.856,0.675,1.23762068085988e-08,"6","TUBA1A"
"MT1F1",7.67096620151403e-12,0.650958882106774,0.194,0.066,1.53419324030281e-08,"6","MT1F"
"PSAT12",7.92464490114659e-12,0.645679943251632,0.588,0.372,1.58492898022932e-08,"6","PSAT1"
"DST3",8.4732425219148e-12,0.595166085572599,0.769,0.542,1.69464850438296e-08,"6","DST"
"PFN22",8.69753209376067e-12,1.42164324566293,0.45,0.311,1.73950641875213e-08,"6","PFN2"
"DHCR72",1.50059005683158e-11,0.726354453290373,0.462,0.289,3.00118011366317e-08,"6","DHCR7"
"GCSH3",1.76523363710072e-11,0.619777848149011,0.537,0.349,3.53046727420144e-08,"6","GCSH"
"FRMD6",3.20794371564433e-11,0.420310230183663,0.162,0.05,6.41588743128865e-08,"6","FRMD6"
"CREM1",4.28678852780856e-11,0.614309807110541,0.469,0.286,8.57357705561713e-08,"6","CREM"
"PHGDH3",4.39373425343486e-11,0.543113884424467,0.45,0.259,8.78746850686971e-08,"6","PHGDH"
"MAP1A3",4.86649488505762e-11,0.617548807955626,0.488,0.279,9.73298977011525e-08,"6","MAP1A"
"EPHX13",5.71398573602776e-11,0.560430021267357,0.419,0.267,1.14279714720555e-07,"6","EPHX1"
"KCNMA11",1.20867228494661e-10,0.481427209348425,0.344,0.183,2.41734456989322e-07,"6","KCNMA1"
"SEZ6L23",1.44110343552319e-10,0.685316151643874,0.331,0.166,2.88220687104638e-07,"6","SEZ6L2"
"ADCY1",2.55172539791443e-10,0.565928486078376,0.125,0.033,5.10345079582886e-07,"6","ADCY1"
"STRADB1",5.41167370759435e-10,0.97516445716887,0.294,0.178,1.08233474151887e-06,"6","STRADB"
"PREX21",7.08780544001146e-10,0.657440048080492,0.262,0.128,1.41756108800229e-06,"6","PREX2"
"ARC1",7.76931586257698e-10,1.35044905504165,0.219,0.092,1.5538631725154e-06,"6","ARC"
"IFIT1",9.29009447226057e-10,0.876813081967424,0.281,0.154,1.85801889445211e-06,"6","IFIT1"
"HES61",1.04073472654292e-09,0.718374335891111,0.45,0.306,2.08146945308584e-06,"6","HES6"
"ANKRD18A",1.10867458863614e-09,0.289163329031818,0.119,0.031,2.21734917727228e-06,"6","ANKRD18A"
"BMP21",1.22374587532047e-09,0.398416629782371,0.156,0.045,2.44749175064094e-06,"6","BMP2"
"ATP1B31",1.23613307158871e-09,0.639746009232673,0.494,0.342,2.47226614317742e-06,"6","ATP1B3"
"AP000911.1",1.37229101204786e-09,0.25149886418857,0.106,0.027,2.74458202409572e-06,"6","AP000911.1"
"HIP13",1.69953598565564e-09,0.642578789688756,0.419,0.268,3.39907197131129e-06,"6","HIP1"
"STAT11",1.88951375813724e-09,0.607970048672172,0.312,0.19,3.77902751627448e-06,"6","STAT1"
"LDLRAD32",2.66394080154961e-09,0.397496918462307,0.181,0.072,5.32788160309922e-06,"6","LDLRAD3"
"ENAH3",2.71467514672301e-09,0.78759878309472,0.331,0.187,5.42935029344603e-06,"6","ENAH"
"PLPP33",3.05774283659394e-09,0.711312348707643,0.394,0.242,6.11548567318788e-06,"6","PLPP3"
"LRRTM23",3.39395467350042e-09,0.68375062688655,0.331,0.186,6.78790934700083e-06,"6","LRRTM2"
"GADD45A",6.04634084759793e-09,0.628826062252594,0.269,0.157,1.20926816951959e-05,"6","GADD45A"
"SHISA43",6.64615136438736e-09,0.679465593124695,0.375,0.251,1.32923027287747e-05,"6","SHISA4"
"FIGN2",1.02348269910451e-08,0.687151129166213,0.294,0.154,2.04696539820903e-05,"6","FIGN"
"MAPT3",1.74101730198441e-08,0.43387650649017,0.456,0.288,3.48203460396882e-05,"6","MAPT"
"NKTR1",1.89815075142436e-08,0.551109166899745,0.637,0.496,3.79630150284872e-05,"6","NKTR"
"MIR503HG1",1.92194017515313e-08,0.610858128069453,0.238,0.12,3.84388035030626e-05,"6","MIR503HG"
"HEPACAM3",2.49185268252207e-08,0.659197615634103,0.494,0.335,4.98370536504413e-05,"6","HEPACAM"
"TXN21",2.90386149461929e-08,0.56570831293009,0.375,0.253,5.80772298923858e-05,"6","TXN2"
"AL161772.12",2.97177945338623e-08,0.619029964249459,0.275,0.15,5.94355890677247e-05,"6","AL161772.1"
"GUCY1A2",3.53816934784915e-08,0.506411585607748,0.144,0.052,7.0763386956983e-05,"6","GUCY1A2"
"RFTN23",3.67120048581771e-08,0.685301767172165,0.369,0.226,7.34240097163541e-05,"6","RFTN2"
"TCEAL92",3.76404090245142e-08,0.659465243350901,0.362,0.248,7.52808180490283e-05,"6","TCEAL9"
"STXBP62",3.90995875883525e-08,0.523452409264373,0.356,0.207,7.8199175176705e-05,"6","STXBP6"
"HMGB3",4.82933517887085e-08,0.37615570062848,0.162,0.065,9.65867035774169e-05,"6","HMGB3"
"S100A14",4.93571598055754e-08,1.10818657837679,0.406,0.297,9.87143196111507e-05,"6","S100A1"
"EGLN33",5.38624726468555e-08,0.518352992268849,0.281,0.159,0.000107724945293711,"6","EGLN3"
"LHX21",6.30915282819067e-08,0.407827852130949,0.175,0.072,0.000126183056563813,"6","LHX2"
"CLASP23",6.57382709371988e-08,0.373086650410318,0.613,0.418,0.000131476541874398,"6","CLASP2"
"MAP1B3",7.01553861835459e-08,0.497558092864156,0.556,0.373,0.000140310772367092,"6","MAP1B"
"CYCS1",7.56342153396525e-08,0.875743188554078,0.656,0.552,0.000151268430679305,"6","CYCS"
"CDC42EP41",9.35817761546828e-08,0.642840359779918,0.256,0.149,0.000187163552309366,"6","CDC42EP4"
"CFAP201",9.9478796188276e-08,0.824806575330019,0.338,0.23,0.000198957592376552,"6","CFAP20"
"POU3F33",1.42078095034804e-07,0.49888503531222,0.394,0.25,0.000284156190069609,"6","POU3F3"
"RBP12",1.4424577377876e-07,0.575340248606106,0.306,0.184,0.00028849154755752,"6","RBP1"
"PITPNC11",1.4438488555512e-07,0.696356377648119,0.238,0.132,0.00028876977111024,"6","PITPNC1"
"PPA13",1.56382260504823e-07,0.337191609563587,0.525,0.361,0.000312764521009647,"6","PPA1"
"SASH13",1.61909945596524e-07,0.594420217485581,0.344,0.215,0.000323819891193049,"6","SASH1"
"FJX11",1.88206027697532e-07,0.352881109429973,0.125,0.045,0.000376412055395065,"6","FJX1"
"FRY2",3.0948210378042e-07,0.572911373302572,0.225,0.118,0.00061896420756084,"6","FRY"
"ANKS1B3",3.49430292970508e-07,0.415109353510477,0.5,0.328,0.000698860585941016,"6","ANKS1B"
"PCDHB4",3.82983187299153e-07,0.536118712064673,0.15,0.058,0.000765966374598305,"6","PCDHB4"
"ATP13A41",4.26936067190644e-07,0.444420051184526,0.112,0.038,0.000853872134381287,"6","ATP13A4"
"KIF5C3",4.95026446685424e-07,0.486986528816233,0.438,0.294,0.000990052893370849,"6","KIF5C"
"PPFIA23",6.57074532017917e-07,0.503192250593109,0.281,0.164,0.00131414906403583,"6","PPFIA2"
"PREPL2",8.14481298673271e-07,0.539603310931285,0.431,0.315,0.00162896259734654,"6","PREPL"
"POLR2F3",1.21269181649913e-06,0.280099714477367,0.475,0.341,0.00242538363299825,"6","POLR2F"
"HES11",1.25709445497763e-06,0.402021925469865,0.144,0.067,0.00251418890995526,"6","HES1"
"MEIS23",1.66726298837871e-06,0.645548497902429,0.275,0.159,0.00333452597675743,"6","MEIS2"
"BBS22",2.24287676422274e-06,0.588171826964638,0.362,0.273,0.00448575352844548,"6","BBS2"
"CTTN2",2.37794555681711e-06,0.60350719635037,0.325,0.199,0.00475589111363422,"6","CTTN"
"KIF21A3",3.61242657619566e-06,0.734664999785117,0.269,0.172,0.00722485315239132,"6","KIF21A"
"HAGHL1",4.35598888938592e-06,0.332430465210274,0.188,0.117,0.00871197777877185,"6","HAGHL"
"PEG103",5.27597840525096e-06,0.522340898637654,0.344,0.228,0.0105519568105019,"6","PEG10"
"ALCAM2",5.52580079909538e-06,0.368111643623933,0.562,0.427,0.0110516015981908,"6","ALCAM"
"CHN11",7.9634942192185e-06,0.455539162388418,0.181,0.1,0.015926988438437,"6","CHN1"
"SLC25A181",9.88519233415627e-06,0.273560894575985,0.144,0.088,0.0197703846683125,"6","SLC25A18"
"RGN2",1.28405392396048e-05,0.287436478275719,0.15,0.077,0.0256810784792097,"6","RGN"
"BTBD171",1.48937223246118e-05,0.497278215502121,0.131,0.054,0.0297874446492235,"6","BTBD17"
"PALM1",1.71170521677233e-05,0.494041562869251,0.162,0.077,0.0342341043354465,"6","PALM"
"ELAVL33",2.03990855021451e-05,0.307338384708221,0.506,0.346,0.0407981710042903,"6","ELAVL3"
"APBB23",2.25471826840555e-05,0.477605172080386,0.325,0.227,0.0450943653681111,"6","APBB2"
"LBH",2.26374890324576e-05,0.438005698995659,0.138,0.078,0.0452749780649151,"6","LBH"
"NEGR11",2.6210793275362e-05,0.508999291230623,0.212,0.131,0.052421586550724,"6","NEGR1"
"ZNF7043",2.70204449409175e-05,0.588847152686265,0.281,0.197,0.0540408898818349,"6","ZNF704"
"PEG32",2.94573345010628e-05,0.310376815500317,0.256,0.164,0.0589146690021256,"6","PEG3"
"VEGFA1",2.97415234728143e-05,0.446190344405496,0.206,0.136,0.0594830469456285,"6","VEGFA"
"CLCN33",3.4436355685987e-05,0.360256317764641,0.45,0.349,0.068872711371974,"6","CLCN3"
"MCAM2",4.05541212817466e-05,0.481125606638961,0.269,0.168,0.0811082425634932,"6","MCAM"
"ERBB33",4.88182330616124e-05,0.497370108617294,0.456,0.366,0.0976364661232249,"6","ERBB3"
"E2F3",5.57213214379317e-05,0.380856171905373,0.2,0.131,0.111442642875863,"6","E2F3"
"GLTP3",5.81119624316651e-05,0.35634196745546,0.462,0.374,0.11622392486333,"6","GLTP"
"CAMK2G1",5.96685849002603e-05,0.479429976791825,0.2,0.144,0.119337169800521,"6","CAMK2G"
"IRF92",7.41694596842957e-05,0.539674372161323,0.294,0.227,0.148338919368591,"6","IRF9"
"NOS1",7.76659449229593e-05,0.499232760865897,0.125,0.066,0.155331889845919,"6","NOS1"
"TCEAL72",7.94626533252892e-05,0.402165782509145,0.375,0.279,0.158925306650578,"6","TCEAL7"
"STMN42",8.07756192827867e-05,0.315398788149809,0.462,0.344,0.161551238565573,"6","STMN4"
"NRXN32",9.10642457704099e-05,0.358532817264956,0.162,0.093,0.18212849154082,"6","NRXN3"
"FBXO21",9.54100788410995e-05,0.439886049729371,0.194,0.117,0.190820157682199,"6","FBXO2"
"AL359091.12",0.000102278145639967,0.857082804379406,0.338,0.259,0.204556291279934,"6","AL359091.1"
"COBL2",0.000107386720474023,0.348781014669109,0.344,0.25,0.214773440948047,"6","COBL"
"BAIAP2",0.000111785128800767,0.325694814355129,0.238,0.184,0.223570257601534,"6","BAIAP2"
"ERBB43",0.000114892194821771,0.539140450706455,0.294,0.204,0.229784389643542,"6","ERBB4"
"B4GALNT41",0.000117113833190316,0.312101283462226,0.156,0.088,0.234227666380633,"6","B4GALNT4"
"B3GAT12",0.000133455292533654,0.404349447863841,0.394,0.281,0.266910585067309,"6","B3GAT1"
"CHADL3",0.000143141693748944,0.72320070891099,0.288,0.228,0.286283387497888,"6","CHADL"
"PKP42",0.000161304347190128,0.528147694722292,0.256,0.189,0.322608694380256,"6","PKP4"
"CABLES11",0.000162745123215078,0.316873095725028,0.131,0.077,0.325490246430156,"6","CABLES1"
"DLG13",0.000184783065341867,0.518078817705366,0.412,0.351,0.369566130683734,"6","DLG1"
"PPP2R2B3",0.000192863458459298,0.702962251625174,0.356,0.28,0.385726916918597,"6","PPP2R2B"
"TMEM178A2",0.000215454028610805,0.479446739921943,0.206,0.123,0.430908057221611,"6","TMEM178A"
"MXI13",0.000334593717874192,0.351953077870336,0.481,0.383,0.669187435748383,"6","MXI1"
"GPD12",0.000380193278508976,0.37048665655183,0.156,0.101,0.760386557017952,"6","GPD1"
"ARFGEF33",0.000406676284790412,0.323065722230677,0.388,0.274,0.813352569580825,"6","ARFGEF3"
"HBA23",0.000433990772650908,1.39294498471927,0.019,0.159,0.867981545301816,"6","HBA2"
"CSRNP32",0.000439369708500114,0.538599670342146,0.262,0.179,0.878739417000227,"6","CSRNP3"
"TYRO32",0.00045954063160958,0.357911104951576,0.3,0.23,0.91908126321916,"6","TYRO3"
